pid,Member_Name,,Image,Father_Name,Mother_Name,Date_of_Birth,Marital_Status,Spouse_Name,Children,Educational_Qualification,Profession,Positions_Held,State,Nominated,Party,Term_From,Start_Year_Appointment,Term_To,End_Year_Appointment,Term_Number,Reason_and_Date_of_Vacation,Type
RS8507958890,Shri B. Satyanarayan Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1130.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,JAN,04-10-1978,1978,04-09-1984,1984,2,Retirement,former
RS8507958890,Shri B. Satyanarayan Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1130.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,TDP,04-10-1984,1984,04-09-1990,1990,1,Resignation: 02.11.1990,former
RS2615202881,Shri C. G. Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1133.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Socialist,04-03-1952,1952,04-02-1954,1954,1,Retirement,former
RS8761995193,Dr. C. Narayana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P239.jpg,Shri Malla Reddy,Shrimati Buchamma,29-Jul-31,Married on in 1942,Shrimati Suseela (Since deceased),Four daughters,"M.A., Ph.D. Educated at Chanderghat College and Osmania University, Hyderabad",Poet,"1982-86 Chairman, Andhra Pradesh Official Language Commission 1986-89 Vice-Chancellor, Andhra Pradesh Open University 1989-92 Vice-Chancellor, Telugu University 1992-95 Advisor, Government of Andhra Pradesh, Culture and Languages July 1997 onwards Chairman, Andhra Pradesh State Cultural Council (in the rank of State Cabinet Minister) August 1997 Nominated to Rajya Sabha 1998-2001 Member, Committee on Human Resource Development Member, Consultative Committee for the Ministry of Information and Broadcasting Jan.-July 2002 Member, Committee on Science and Technology, Environment and Forests 17 July 2002 onwards Member, Committee on Transport and Tourism (Retired on 26th August 2003)",Nominated,TRUE,NOM.,27-08-1997,1997,26-08-2003,2003,1,Retirement,former
RS2614675595,Shri D. Kupendra Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2291.jpg,Shri V.S. Dasa Reddy,Shrimati Savithramma,27-May-60,Married on 31 August 1990,Shrimati R. Pushpavathi,One son and two daughters,"Under Graduate Educated at V.V. Puram College, Bengaluru",IT Infrastructure Provider and Social Worker,"June 2014 Elected to Rajya Sabha Sept. 2014 - Aug. 2017 Member, Committee on Commerce April - Dec. 2015 Member, Sub-Committee on Ease of Doing Business of the Committee on Commerce May - July 2015 Member, Select Committee of Rajya Sabha on the Real Estate (Regulation and Development) Bill, 2013 Sept. 2017 - May 2019 Member, Committee on External Affairs June 2018 onwards Member, Committee on Rules Sept. 2019 onwards Member, Committee on Information Technology",Karnataka,FALSE,JD(S),26-06-2014,2014,25-06-2020,2020,1,Retirement,former
RS2919961513,Shri G. Prathapa Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1244.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,CONG(I),04-03-1992,1992,04-02-1998,1998,1,Retirement,former
RS3217316255,Shri G. Sanjeeva Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2000.jpg,Shri Achi Reddy,Shrimati Narasamma,18-Feb-30,Married,Shrimati G. Anusuya Padma,One son and Three daughters,"Honorary Doctorate from Mahatma Gandhi Kashi Vidyapeeth, Varanasi, 2004",Trade Unionist,"1962-1967 and 1967-1971 Member, Andhra Pradesh Legislative Assembly 1968-1971 Cabinet Minister for Labour, Employment, Training and Rehabilitation, Government of Andhra Pradesh April 2006 Elected to Rajya Sabha June 2006-May 2009 and Aug. 2009 onwards Member, Committee on Industry Sept. 2006 onwards Member, Committee on Papers Laid on the Table Dec. 2006-May 2009 Member, National Board for Micro, Small and Medium Enterprises Aug. 2007-May 2009 Member, Sub-Committee-III for Heavy Industires and Public Enterprises of the Committee on Indusry Aug. 2009-Aug. 2010 Member, Committee on Labour Aug. 2009 onwards Member, Consultative Committee for the Ministry of Heavy Industires and Public Enterprises September 2010 onwards Member, Committee on Industry (Retired on 2nd April 2012)",Andhra Pradesh,FALSE,INC,04-03-2006,2006,04-02-2012,2012,1,Retirement,former
RS7561660449,Dr. G. Vijaya Mohan Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1136.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,TDP,04-03-1986,1986,04-02-1992,1992,1,Retirement,former
RS6765819575,Shri Gaddam Narayana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1137.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1970,1970,04-02-1976,1976,1,Retirement,former
RS5150547985,Shri J. C. Nagi Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1179.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,O,04-03-1960,1960,16-09-1964,1964,2,Retirement,former
RS5150547985,Shri J. C. Nagi Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1179.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,O,04-03-1966,1966,04-02-1972,1972,1,Retirement,former
RS9886643133,Shri K. V. Raghunatha Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1236.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,3,Retirement,former
RS9886643133,Shri K. V. Raghunatha Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1236.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1968,1968,04-02-1974,1974,2,Retirement,former
RS9886643133,Shri K. V. Raghunatha Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1236.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1974,1974,04-02-1980,1980,1,Retirement,former
RS8088241121,Shri Kasu Vengala Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1240.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,1,Retirement,former
RS1643516415,Shri Kysanbally Chengalaraya Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1241.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,10-09-1952,1952,04-02-1954,1954,2,Retirement,former
RS1643516415,Shri Kysanbally Chengalaraya Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1241.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1954,1954,04-02-1960,1960,1,Elected to Lok Sabha: 18.03.1957,former
RS2686463011,Dr. M. Chenna Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1242.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,27-03-1967,1967,04-02-1968,1968,2,Retirement,former
RS2686463011,Dr. M. Chenna Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1242.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,O,04-03-1968,1968,26-11-1968,1968,1,Retirement,former
RS3652385251,Shri M. Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1246.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1952,1952,04-02-1956,1956,3,Retirement,former
RS3652385251,Shri M. Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1246.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1956,1956,04-02-1962,1962,2,Retirement,former
RS3652385251,Shri M. Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1246.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,1,Retirement,former
RS5300640786,Shri M. Srinivasa Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1248.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1968,1968,04-02-1974,1974,1,Retirement,former
RS3347928271,Shri M.V. Mysura Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1999.jpg,Shri M. Bala Mysura Reddy,Shrimati M. Subbamma,28-Feb-49,Married on on 15 August 1976,Shrimati M. Swaroopa,Two sons,"M.B.B.S. Educated at Government Medical College, Kurnool (Andhra Pradesh)",Medical Practitioner,"1985-94 and 1999-2004 Member, Andhra Pradesh Legislative Assembly 1990-1994 Minister for Home and Transport, Government of Andhra Pradesh April 2006 Elected to Rajya Sabha June 2006- Nov. 2010 Member, Committee on Member of Parliament Local Area Development Scheme June 2006- May 2009 Member, Committee on Transport, Tourism and Culture June 2006- May 2009 and July 2009 onwards Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 onwards Member, Committee on Subordinate Legislation May 2008- May 2009 Member, Parliamentary Forum on Population and Public Health June 2008 onwards Member, General Purposes Committee July 2008 onwards Member, Court of the University of Hyderabad May 2008- May 2009 and Aug. 2009 onwards Member, Committee on Defence (Retired on 2nd April 2012)",Andhra Pradesh,FALSE,TDP,04-03-2006,2006,04-02-2012,2012,1,Retirement,former
RS2145256689,Shri Mulka Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1250.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,PSP,04-03-1958,1958,04-02-1964,1964,4,Retirement,former
RS2145256689,Shri Mulka Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1250.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,O,04-03-1964,1964,04-02-1970,1970,3,Retirement,former
RS2145256689,Shri Mulka Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1250.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,Congress,04-03-1970,1970,04-02-1976,1976,2,Retirement,former
RS2145256689,Shri Mulka Govinda Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1250.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,CONG(I),04-03-1976,1976,04-02-1982,1982,1,Retirement,former
RS2261696146,Dr. N. Janardhana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1234.jpg,Shri N. Subbarami Reddy,Shrimati Seshamma,20-Feb-35,Married on 25 May 1962,Shrimati N. Rajyalakshmi,Four sons,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",Agriculturist,"April 1972 Elected to Rajya Sabha 1978-79 Secretary, Pradesh Congress Committee(I) [P.C.C.(I)], Andhra Pradesh 1978-84 Member, Andhra Pradesh Legislative Council 1978-83 Cabinet Minister, Revenue, Industries, Power and Agriculture, Government of Andhra Pradesh 1988-89 President, P.C.C.(I), Andhra Pradesh 1989-94 Member, Andhra Pradesh Legislative Assembly 1989-90 Cabinet Minister, Agriculture, Forests and Higher Education, Government of Andhra Pradesh 1990-92 Chief Minister, Andhra Pradesh 1998 -99 Member, Twelfth Lok Sabha 1998-99 Member, Rules Committee Member, Committee on Home Affairs and its Sub- Committee on Judicial Reforms Member, Consultative Committee for the Ministry of Human Resource Development Special Invitee, Consultative Committee for the Ministry of Power 1999-2004 Member, Thirteenth Lok Sabha (second term) 1999-2000 Member, Rules Committee Member, Committee on Home Affairs Member, Committee on Provision of Computers for Members of Parliament, Offices of Political Parties and Officers of Lok Sabha Secretariat 1999-2001 Member, Committee on Public Accounts Member, Committee on Ethics 2000-2004 Member, Consultative Committee for the Ministry of Agriculture 2002-2004 Chairman, Committee on Finance Member, Committee on Provision of Computers for MPs, Offices of Parties and Officers of Lok Sabha Secretariat Member, Rules Committee 2004 -2009 Member, Fourteenth Lok Sabha(third term) Chairman, Committee on Petroleum and Natural Gas Member, Rules Committee Member, General Purposes Committee 5 Aug. 2007- March 2009 Chairman, Committee on Petroleum and Natural Gas April 2009 Elected to Rajya Sabha Aug. 2009-Aug. 2012 Member, Committee on Home Affairs Aug. 2009 - May 2014 Member, Consultative Committee for the Ministry of Agriculutre June 2010 Re-elected to Rajya Sabha Aug. 2012 - May 2014 Member, Committee on Food, Consumer Affairs and Public Distribution (Died on 9th May 2014)",Andhra Pradesh,FALSE,Congress,04-10-1972,1972,04-09-1978,1978,3,Retirement,former
RS2261696146,Dr. N. Janardhana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1234.jpg,Shri N. Subbarami Reddy,Shrimati Seshamma,20-Feb-35,Married on 25 May 1962,Shrimati N. Rajyalakshmi,Four sons,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",Agriculturist,"April 1972 Elected to Rajya Sabha 1978-79 Secretary, Pradesh Congress Committee(I) [P.C.C.(I)], Andhra Pradesh 1978-84 Member, Andhra Pradesh Legislative Council 1978-83 Cabinet Minister, Revenue, Industries, Power and Agriculture, Government of Andhra Pradesh 1988-89 President, P.C.C.(I), Andhra Pradesh 1989-94 Member, Andhra Pradesh Legislative Assembly 1989-90 Cabinet Minister, Agriculture, Forests and Higher Education, Government of Andhra Pradesh 1990-92 Chief Minister, Andhra Pradesh 1998 -99 Member, Twelfth Lok Sabha 1998-99 Member, Rules Committee Member, Committee on Home Affairs and its Sub- Committee on Judicial Reforms Member, Consultative Committee for the Ministry of Human Resource Development Special Invitee, Consultative Committee for the Ministry of Power 1999-2004 Member, Thirteenth Lok Sabha (second term) 1999-2000 Member, Rules Committee Member, Committee on Home Affairs Member, Committee on Provision of Computers for Members of Parliament, Offices of Political Parties and Officers of Lok Sabha Secretariat 1999-2001 Member, Committee on Public Accounts Member, Committee on Ethics 2000-2004 Member, Consultative Committee for the Ministry of Agriculture 2002-2004 Chairman, Committee on Finance Member, Committee on Provision of Computers for MPs, Offices of Parties and Officers of Lok Sabha Secretariat Member, Rules Committee 2004 -2009 Member, Fourteenth Lok Sabha(third term) Chairman, Committee on Petroleum and Natural Gas Member, Rules Committee Member, General Purposes Committee 5 Aug. 2007- March 2009 Chairman, Committee on Petroleum and Natural Gas April 2009 Elected to Rajya Sabha Aug. 2009-Aug. 2012 Member, Committee on Home Affairs Aug. 2009 - May 2014 Member, Consultative Committee for the Ministry of Agriculutre June 2010 Re-elected to Rajya Sabha Aug. 2012 - May 2014 Member, Committee on Food, Consumer Affairs and Public Distribution (Died on 9th May 2014)",Andhra Pradesh,FALSE,INC,04-01-2009,2009,21-06-2010,2010,2,Retirement,former
RS2261696146,Dr. N. Janardhana Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1234.jpg,Shri N. Subbarami Reddy,Shrimati Seshamma,20-Feb-35,Married on 25 May 1962,Shrimati N. Rajyalakshmi,Four sons,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",Agriculturist,"April 1972 Elected to Rajya Sabha 1978-79 Secretary, Pradesh Congress Committee(I) [P.C.C.(I)], Andhra Pradesh 1978-84 Member, Andhra Pradesh Legislative Council 1978-83 Cabinet Minister, Revenue, Industries, Power and Agriculture, Government of Andhra Pradesh 1988-89 President, P.C.C.(I), Andhra Pradesh 1989-94 Member, Andhra Pradesh Legislative Assembly 1989-90 Cabinet Minister, Agriculture, Forests and Higher Education, Government of Andhra Pradesh 1990-92 Chief Minister, Andhra Pradesh 1998 -99 Member, Twelfth Lok Sabha 1998-99 Member, Rules Committee Member, Committee on Home Affairs and its Sub- Committee on Judicial Reforms Member, Consultative Committee for the Ministry of Human Resource Development Special Invitee, Consultative Committee for the Ministry of Power 1999-2004 Member, Thirteenth Lok Sabha (second term) 1999-2000 Member, Rules Committee Member, Committee on Home Affairs Member, Committee on Provision of Computers for Members of Parliament, Offices of Political Parties and Officers of Lok Sabha Secretariat 1999-2001 Member, Committee on Public Accounts Member, Committee on Ethics 2000-2004 Member, Consultative Committee for the Ministry of Agriculture 2002-2004 Chairman, Committee on Finance Member, Committee on Provision of Computers for MPs, Offices of Parties and Officers of Lok Sabha Secretariat Member, Rules Committee 2004 -2009 Member, Fourteenth Lok Sabha(third term) Chairman, Committee on Petroleum and Natural Gas Member, Rules Committee Member, General Purposes Committee 5 Aug. 2007- March 2009 Chairman, Committee on Petroleum and Natural Gas April 2009 Elected to Rajya Sabha Aug. 2009-Aug. 2012 Member, Committee on Home Affairs Aug. 2009 - May 2014 Member, Consultative Committee for the Ministry of Agriculutre June 2010 Re-elected to Rajya Sabha Aug. 2012 - May 2014 Member, Committee on Food, Consumer Affairs and Public Distribution (Died on 9th May 2014)",Andhra Pradesh,FALSE,INC,22-06-2010,2010,21-06-2016,2016,1,Death: 05.09.2014,former
RS7862331809,Shri N. Narotham Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1251.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1956,1956,04-02-1962,1962,2,Elected to Lok Sabha: 15.03.1960,former
RS7862331809,Shri N. Narotham Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1251.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1962,1962,04-02-1968,1968,1,Retirement,former
RS3675273198,Shri N. Sri Rama Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1254.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1960,1960,04-02-1966,1966,2,Retirement,former
RS3675273198,Shri N. Sri Rama Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1254.jpg,-,-,-,-,-,-,-,-,-,Mysore,FALSE,Congress,04-03-1966,1966,04-02-1972,1972,1,Retirement,former
RS1411567417,Dr. Narredy Thulasi Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1255.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,TDP,04-03-1988,1988,04-02-1994,1994,1,Retirement,former
RS1064201890,Dr. Neelam Sanjiva Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1277.jpg,-,-,-,-,-,-,-,-,-,Madras,FALSE,Congress,22-08-1952,1952,15-09-1953,1953,3,Resignation: 15.09.1953,former
RS1064201890,Dr. Neelam Sanjiva Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1277.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,20-11-1964,1964,04-02-1966,1966,2,Retirement,former
RS1064201890,Dr. Neelam Sanjiva Reddy,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1277.jpg,-,-,-,-,-,-,-,-,-,Andhra Pradesh,FALSE,Congress,04-03-1966,1966,04-02-1972,1972,1,Elected to Lok Sabha: 24.02.1967,former
